p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
BTG1	9.03204363740953e-41	0.561296355619797	0.953	0.917	1.41703732627318e-36	2	BTG1
CD79A	1.47616852254259e-40	0.584350215637833	0.946	0.937	2.31596079501707e-36	2	CD79A
H3F3A	2.48440075222308e-40	0.390395824762554	0.999	0.999	3.8977763401628e-36	2	H3F3A
HLA-DPB1	5.09407374883519e-39	0.519762084073423	0.93	0.945	7.99209230454753e-35	2	HLA-DPB1
RPL411	3.53773974226705e-38	0.346793528530416	1	1	5.55035988164277e-34	2	RPL41
CYSLTR1	4.89845527087843e-38	0.257576877542476	0.269	0.099	7.68518647448117e-34	2	CYSLTR1
ARHGDIB	7.30828226081867e-38	0.321749696339828	0.984	0.981	1.14659640389984e-33	2	ARHGDIB
EMP31	2.09796637103028e-37	0.691587242290304	0.658	0.531	3.2914994395094e-33	2	EMP3
S100A9	2.14046940316517e-37	0.400612307491918	0.264	0.099	3.35818244662584e-33	2	S100A9
HCK	3.31120387106331e-37	0.3378607956028	0.388	0.188	5.19494775331122e-33	2	HCK
CD72	4.381921169189e-37	0.447371302235279	0.637	0.447	6.87479612234062e-33	2	CD72
CFL1	1.87510554786762e-36	0.356996897441176	0.992	0.977	2.94185309404951e-32	2	CFL1
ITM2C	2.07728463142667e-36	0.32805445692042	0.388	0.187	3.25905185824531e-32	2	ITM2C
CMTM7	2.72941898032075e-36	0.414514463468754	0.636	0.436	4.28218543822523e-32	2	CMTM7
PTPRC	2.76874828416886e-36	0.403183494319178	0.46	0.254	4.34388918303252e-32	2	PTPRC
GDI2	9.71629796982732e-36	0.45620485536566	0.766	0.643	1.52438998848621e-31	2	GDI2
GADD45B	3.02400178362692e-35	0.474169136372424	0.511	0.31	4.74435639833228e-31	2	GADD45B
RPS201	5.62166101442904e-35	0.259343240747684	0.998	0.999	8.81982396553773e-31	2	RPS20
TBC1D10C	6.42609380663109e-35	0.410290579846281	0.534	0.337	1.00818985732235e-30	2	TBC1D10C
ICAM3	8.55917212378821e-34	0.275383492609213	0.329	0.147	1.34284851450113e-29	2	ICAM3
QRSL1	2.71579718718578e-32	0.357310745840593	0.46	0.263	4.26081420697576e-28	2	QRSL1
LAPTM5	2.76283205658374e-32	0.382139233451283	0.936	0.975	4.33460721357423e-28	2	LAPTM5
VPREB3	4.48293268510016e-32	0.42109385190036	0.929	0.849	7.03327308965364e-28	2	VPREB3
NACA1	1.26688026845038e-31	0.288660152480177	0.986	0.985	1.98760845317181e-27	2	NACA
TCL1A	4.93210535693731e-31	0.464186884817618	0.941	0.966	7.73798009449894e-27	2	TCL1A
RPS101	1.38921239276294e-30	0.354663637021906	0.971	0.968	2.17953532300577e-26	2	RPS10
SUB1	1.39532735096963e-30	0.416929182875233	0.897	0.851	2.18912908093626e-26	2	SUB1
VDAC1	5.7933938755841e-30	0.488690742808587	0.735	0.621	9.0892556514039e-26	2	VDAC1
PPP1CA	5.84486179734677e-30	0.345752049754342	0.831	0.714	9.17000367385735e-26	2	PPP1CA
TRAPPC1	1.1463036787014e-29	0.356947171198712	0.647	0.482	1.79843584151463e-25	2	TRAPPC1
ZFAS1	2.22767226698287e-29	0.388624203089945	0.785	0.682	3.49499501966943e-25	2	ZFAS1
EIF1	2.54212940500171e-29	0.341655776978914	0.996	0.999	3.98834682350718e-25	2	EIF1
FOXP1	6.99923857455582e-29	0.385344476286671	0.622	0.434	1.09811053996206e-24	2	FOXP1
ERP29	1.18063463749616e-28	0.384522612290333	0.79	0.674	1.85229768276772e-24	2	ERP29
EIF3H1	2.52581814518946e-28	0.339201203794238	0.824	0.697	3.96275608798774e-24	2	EIF3H
GLTSCR2	3.26102120350019e-28	0.318344331974965	0.95	0.942	5.11621616617145e-24	2	GLTSCR2
MX2	9.28715806594401e-28	0.266267304463374	0.301	0.142	1.45706222896596e-23	2	MX2
ZNF901	1.30544659060544e-27	0.347925322524683	0.478	0.296	2.04811515600087e-23	2	ZNF90
ARPC2	2.61629968667083e-27	0.305720948285728	0.914	0.859	4.10471257841786e-23	2	ARPC2
CYB561A3	4.4271541643162e-27	0.325779912187727	0.316	0.161	6.94576216839568e-23	2	CYB561A3
NSMCE1	8.90604519512257e-27	0.526978390463221	0.42	0.256	1.39726943066278e-22	2	NSMCE1
MTRNR2L8	1.64600829679723e-26	0.305973100710861	0.393	0.22	2.58242241684518e-22	2	MTRNR2L8
MRPS21	6.52902351472218e-26	0.334077258239562	0.417	0.246	1.02433849922476e-21	2	MRPS21
TOMM7	1.31085055643497e-25	0.31632130334979	0.845	0.746	2.05659343799083e-21	2	TOMM7
NDUFB91	4.35889191407414e-25	0.307468328405921	0.647	0.475	6.83866552399091e-21	2	NDUFB9
RPS4Y11	1.05300495901402e-24	0.291934427942419	0.934	0.894	1.65205948019709e-20	2	RPS4Y1
RPL36AL	1.71916931999682e-24	0.309500673986383	0.933	0.909	2.69720474614301e-20	2	RPL36AL
MAP2K3	2.35924018775618e-24	0.288683333557502	0.443	0.274	3.70141193057067e-20	2	MAP2K3
CD55	3.92068018727529e-24	0.256116031799624	0.346	0.189	6.1511551458162e-20	2	CD55
HIST1H1C	7.42879432757521e-24	0.480604671366204	0.559	0.405	1.16550354205327e-19	2	HIST1H1C
CMTM81	1.274559298324e-23	0.521026508540912	0.497	0.345	1.99965608314052e-19	2	CMTM8
NOSIP	1.32003704580599e-23	0.329141571760177	0.523	0.365	2.07100612116502e-19	2	NOSIP
COX6C1	1.82486465245767e-22	0.282220240340226	0.936	0.885	2.86303015324083e-18	2	COX6C
PTP4A21	2.95270382164117e-22	0.331934868139273	0.697	0.56	4.63249702577283e-18	2	PTP4A2
MT-ND3	4.54654061128247e-21	0.311060717286089	0.995	0.999	7.13306756504107e-17	2	MT-ND3
PRKCB	7.32744262663667e-21	0.331453492625389	0.58	0.436	1.14960247369303e-16	2	PRKCB
RGS19	1.62939031264758e-20	0.339076789227119	0.618	0.494	2.55635046151278e-16	2	RGS19
VIM1	1.76606315352949e-20	0.393033057977884	0.816	0.745	2.77077648157242e-16	2	VIM
RBM31	2.74076354682594e-20	0.292087850713749	0.789	0.691	4.29998392861521e-16	2	RBM3
IGHD	2.89276751467785e-20	0.414987590040008	0.532	0.406	4.53846295377808e-16	2	IGHD
TXNIP	6.01303632843374e-20	0.415390843987714	0.663	0.557	9.43385269567969e-16	2	TXNIP
MYL12B	9.81356385627481e-20	0.250085908399102	0.894	0.833	1.53965003341095e-15	2	MYL12B
RPS211	1.29319452005289e-19	0.252502248371897	0.987	0.988	2.02889288251098e-15	2	RPS21
YPEL3	1.86907554715492e-19	0.322099471852868	0.556	0.426	2.93239262593136e-15	2	YPEL3
FMNL1	3.52126102672658e-19	0.25613593192384	0.425	0.276	5.52450642483134e-15	2	FMNL1
KLF2	9.52884159303278e-19	0.556702777030148	0.815	0.843	1.49497995753091e-14	2	KLF2
PLEKHA2	9.91419997781202e-19	0.297498690228659	0.454	0.315	1.55543883451893e-14	2	PLEKHA2
ISG20	1.08412698879982e-18	0.37888977731097	0.522	0.406	1.70088683272803e-14	2	ISG20
POU2F2	1.53893483194616e-18	0.360554204071543	0.553	0.42	2.41443485784034e-14	2	POU2F2
CD24	5.10976191743995e-18	0.309071262024557	0.91	0.853	8.01670547227154e-14	2	CD24
LIMS2	5.29681604388826e-18	0.269924581748679	0.295	0.17	8.31017469125629e-14	2	LIMS2
MTRNR2L12	6.13942404454739e-18	0.260226371300123	0.357	0.222	9.63214238349039e-14	2	MTRNR2L12
TUBA1A	8.44609748386797e-18	0.326672400363006	0.767	0.676	1.32510823424405e-13	2	TUBA1A
FAM26F	9.42695306615114e-18	0.293025017125449	0.495	0.364	1.47899466654845e-13	2	FAM26F
C12orf57	9.54498743136247e-18	0.309518553708252	0.457	0.316	1.49751307810646e-13	2	C12orf57
HLA-DMA	1.09020408502373e-17	0.362356917191907	0.705	0.645	1.71042118899373e-13	2	HLA-DMA
TCF3	1.18674275906074e-17	0.273903052619748	0.539	0.4	1.86188071469039e-13	2	TCF3
MINOS1	1.681172897639e-17	0.271748811453629	0.48	0.341	2.63759215910582e-13	2	MINOS1
CIB1	4.16335149998816e-17	0.287875139761517	0.492	0.355	6.53188216833142e-13	2	CIB1
ANXA21	5.43905841580405e-17	0.285384779028663	0.475	0.336	8.53333874855497e-13	2	ANXA2
KIAA0226L	8.29759902801375e-17	0.297585771808168	0.337	0.215	1.30181031150508e-12	2	KIAA0226L
AP1S2	8.31133129631324e-17	0.26216673102998	0.678	0.552	1.30396476707858e-12	2	AP1S2
HMCES	8.76407908802592e-17	0.250691917479002	0.411	0.275	1.37499636812039e-12	2	HMCES
SYTL1	1.20198242539362e-16	0.257515438015683	0.291	0.173	1.88579022720006e-12	2	SYTL1
MIEN1	1.82532477204984e-16	0.279246181105234	0.519	0.397	2.863752034869e-12	2	MIEN1
RBM38	9.8217320116966e-16	0.265978342463048	0.502	0.368	1.54093153531508e-11	2	RBM38
MTPN	1.63564785036854e-15	0.262937219894094	0.647	0.543	2.56616791244321e-11	2	MTPN
BTK	1.86198769355922e-15	0.286250702265112	0.557	0.447	2.92127249242506e-11	2	BTK
SSR2	2.40388071694648e-15	0.258294379858658	0.647	0.535	3.77144845681733e-11	2	SSR2
DBI	2.57956943212523e-14	0.315634026761371	0.783	0.743	4.04708648206127e-10	2	DBI
EVL	4.30773916070465e-14	0.30044021734406	0.654	0.576	6.75841196922952e-10	2	EVL
UBXN1	6.64272049302949e-14	0.252074143208075	0.694	0.596	1.0421764181514e-09	2	UBXN1
HLA-DPA1	8.58979378809082e-14	0.350085194342934	0.884	0.934	1.34765274741357e-09	2	HLA-DPA1
LTB1	1.69210831699356e-13	0.512220067001802	0.605	0.523	2.65474873853120e-09	2	LTB
RGS2	2.97335327152331e-13	0.661463481850168	0.325	0.231	4.66489394769292e-09	2	RGS2
RP11-164H13.1	4.93411626782126e-13	0.412021998213606	0.369	0.261	7.74113501258477e-09	2	RP11-164H13.1
PRR13	8.40452858897511e-13	0.266265464477708	0.705	0.641	1.3185864903243e-08	2	PRR13
PSMA2	5.46313175000466e-12	0.256052223434179	0.57	0.47	8.57110740258232e-08	2	PSMA2
EIF3L	2.63224130056873e-11	0.250508163797192	0.741	0.69	4.12972337646228e-07	2	EIF3L
TSC22D3	1.43643476378766e-09	0.492165174822553	0.885	0.963	2.25362250090646e-05	2	TSC22D3
LSP1	1.05858399971046e-08	0.278771406467545	0.7	0.708	0.000166081243714574	2	LSP1
JUNB	2.87535367731384e-08	0.41358870877104	0.691	0.656	0.000451114238433768	2	JUNB
NBEAL1	7.43253314538274e-07	0.419398417614972	0.646	0.644	0.011660901251791	2	NBEAL1
RHOB	2.33573547793567e-06	0.268824196131167	0.391	0.332	0.0366453539133327	2	RHOB
TFDP2	3.99380745461794e-05	0.2559574328833	0.311	0.261	0.626588451555009	2	TFDP2
HNRNPA1L2	5.94623590728786e-05	0.476421661831789	0.324	0.29	0.932904951494392	2	HNRNPA1L2
HMGN2	0.000133391169544507	0.377248431923973	0.79	0.889	1	2	HMGN2
HBB	0.000306021077099601	2.42335279940463	0.472	0.73	1	2	HBB
PRDX2	0.00563179052846203	0.260246222450029	0.255	0.228	1	2	PRDX2
RGS11	1.16804855232339e-65	0.966240388426088	0.623	0.215	1.83255137374017e-61	3	RGS1
GPX11	4.80608890349879e-64	0.847560528882336	0.993	0.936	7.54027288069924e-60	3	GPX1
EEF1A1	2.29288280183231e-61	0.408571035932082	1	1	3.59730382779471e-57	3	EEF1A1
RPL391	1.43798602516249e-58	0.413738371486332	1	0.999	2.25605627487743e-54	3	RPL39
MS4A6A1	6.10797682846809e-54	0.860537638238329	0.643	0.269	9.58280484618358e-50	3	MS4A6A
SRGN1	4.90699887153511e-51	0.81251710436982	0.685	0.316	7.69859052955143e-47	3	SRGN
DAAM11	3.15195098234136e-45	0.789488462580426	0.718	0.381	4.94509589619536e-41	3	DAAM1
LPAR61	6.97826017218563e-45	0.68478752193178	0.715	0.332	1.0948192384142e-40	3	LPAR6
IPCEF11	2.34685098309127e-43	0.595183950466299	0.57	0.231	3.68197450737189e-39	3	IPCEF1
ALOX5AP1	7.70144705713531e-43	0.821142349279402	0.839	0.544	1.20828002879396e-38	3	ALOX5AP
ANKRD281	3.77582093915028e-40	0.751026223586937	0.718	0.392	5.92388547143288e-36	3	ANKRD28
NR4A21	7.37245639152834e-38	0.648559566021256	0.518	0.212	1.15666468326688e-33	3	NR4A2
CD1641	8.2231953392003e-34	0.54336982137911	0.872	0.559	1.29013711676714e-29	3	CD164
RPS18	2.67980169842051e-31	0.324328112249099	1	1	4.20434088465194e-27	3	RPS18
FLT31	7.91584264356234e-31	0.505911213781582	0.695	0.381	1.2419165523485e-26	3	FLT3
IL13RA1	1.01815337833893e-30	0.350613855345921	0.331	0.108	1.59738083527595e-26	3	IL13RA1
PLAUR1	2.17467509828421e-29	0.524194027329426	0.403	0.159	3.4118477616981e-25	3	PLAUR
RPS29	7.58786424227508e-29	0.255538501885215	1	1	1.19046002097054e-24	3	RPS29
IRF81	8.14657340814274e-28	0.560936833667089	0.659	0.38	1.27811590200351e-23	3	IRF8
GNA151	2.2607060416162e-27	0.451585075036983	0.643	0.356	3.54682170869165e-23	3	GNA15
HBEGF1	1.1390782278365e-26	0.517618682736886	0.59	0.31	1.78709983165268e-22	3	HBEGF
RPS12	1.27143446620283e-26	0.279386972848132	1	1	1.99475353402562e-22	3	RPS12
PMAIP11	2.34685443181161e-26	0.715583692177733	0.813	0.595	3.68197991806924e-22	3	PMAIP1
ITGB2	8.52580238752751e-26	0.471671403324103	0.692	0.409	1.33761313657919e-21	3	ITGB2
FTH11	1.76151366694305e-25	0.391306572300942	0.997	0.994	2.76363879206696e-21	3	FTH1
MGAT4A1	1.08268925755331e-24	0.442043776342356	0.666	0.393	1.69863117617539e-20	3	MGAT4A
FOS1	2.67117329369481e-24	0.55370531022561	0.97	0.907	4.19080378047779e-20	3	FOS
RPL121	3.25750328261719e-24	0.287988726142991	1	1	5.11069690009811e-20	3	RPL12
MEF2C1	1.39536955763312e-23	0.536119195470829	0.918	0.777	2.1891952989706e-19	3	MEF2C
CNPY31	2.45960348042194e-23	0.399982476348655	0.721	0.453	3.85887190043398e-19	3	CNPY3
RPL34	2.55449967147671e-23	0.252993008858345	1	1	4.00775453457981e-19	3	RPL34
CYBA	5.78070631134632e-23	0.395115227957295	0.997	0.944	9.06935013187123e-19	3	CYBA
USP36	8.49913581500806e-23	0.397745692088487	0.479	0.239	1.33342941801661e-18	3	USP36
MCL11	2.11085577998785e-22	0.424313664960508	0.633	0.361	3.31172163322294e-18	3	MCL1
RPL10A1	2.21087076700827e-22	0.271957515851888	1	1	3.46863514635928e-18	3	RPL10A
RP11-231E4.21	4.43537591447083e-22	0.394464479642745	0.708	0.404	6.95866127221329e-18	3	RP11-231E4.2
RNF141	1.57008863370843e-21	0.410472981813368	0.508	0.276	2.46331205742516e-17	3	RNF141
NCF1	3.65459066815429e-21	0.465507191103065	0.734	0.488	5.73368729926726e-17	3	NCF1
LCP1	7.00889750291481e-21	0.423831006918281	0.689	0.455	1.0996259292323e-16	3	LCP1
CD691	1.50191413038689e-20	0.489280913919328	0.895	0.739	2.35635307916399e-16	3	CD69
HSP90AB1	4.00295017290563e-20	0.453015263007447	0.974	0.881	6.28022852627164e-16	3	HSP90AB1
C12orf751	4.66863365631146e-20	0.458770498508197	0.793	0.561	7.32461934338706e-16	3	C12orf75
HLA-DRB51	4.83887436997027e-20	0.365759609297827	0.738	0.453	7.59170999904635e-16	3	HLA-DRB5
MT-ND5	2.13970552622838e-19	0.4081936204057	0.984	0.928	3.3569840000997e-15	3	MT-ND5
MIF	2.16734049603938e-19	0.357825933764077	0.856	0.637	3.40034050423618e-15	3	MIF
NPY1	2.77931493936544e-19	0.414603652986404	0.761	0.5	4.36046720837044e-15	3	NPY
LST1	4.43250091358035e-19	0.363366794884505	0.78	0.519	6.95415068331622e-15	3	LST1
CDK14	3.02260712084031e-18	0.3152221217553	0.407	0.2	4.74216831188637e-14	3	CDK14
FOXN31	6.1372514407754e-18	0.40556681948584	0.59	0.37	9.62873378543252e-14	3	FOXN3
FAM69C1	8.35630502283369e-18	0.317734154410302	0.449	0.237	1.31102069503238e-13	3	FAM69C
CYBB	1.6268642269134e-17	0.355335037999395	0.446	0.239	2.55238728560443e-13	3	CYBB
FTL1	4.64202111199442e-17	0.298143104988595	1	0.99	7.28286692260805e-13	3	FTL
IL17RA1	1.01179813620177e-16	0.301825263130415	0.439	0.229	1.58741009588695e-12	3	IL17RA
SOX41	1.18108722804861e-16	0.407700776336007	0.97	0.939	1.85300775208546e-12	3	SOX4
CKLF	1.1985568485193e-16	0.389248822381638	0.675	0.466	1.88041583964193e-12	3	CKLF
FAM101B1	1.81103295431833e-16	0.378283429922987	0.58	0.365	2.84132960203003e-12	3	FAM101B
RNASET21	3.97165427007243e-16	0.385685841254149	0.869	0.676	6.23112838431663e-12	3	RNASET2
LINC-PINT	5.12862768563742e-16	0.292345553112767	0.364	0.178	8.04630397599656e-12	3	LINC-PINT
APAF1	6.89273322227361e-16	0.267079631095225	0.331	0.157	1.08140091524251e-11	3	APAF1
CD44	1.53257954313432e-15	0.390744159072735	0.525	0.319	2.40446404522343e-11	3	CD44
PLEK	1.72892011304966e-15	0.324934519259488	0.357	0.176	2.71250276536361e-11	3	PLEK
IL3RA	1.92327346740587e-15	0.362854873125923	0.711	0.503	3.01742374301307e-11	3	IL3RA
SSR11	3.34534896951482e-15	0.295832037106078	0.58	0.36	5.2485179982718e-11	3	SSR1
FOSB1	6.05375978661091e-15	0.342489317669424	0.856	0.628	9.49774372921386e-11	3	FOSB
MRPL33	8.08550595117038e-15	0.350906068941045	0.705	0.52	1.26853502867912e-10	3	MRPL33
SNX31	9.36215908723058e-15	0.335378951714074	0.892	0.787	1.46882913919561e-10	3	SNX3
PSAP	1.59762194615416e-14	0.397640402020429	0.656	0.491	2.50650907132127e-10	3	PSAP
APRT	2.98449100365766e-14	0.300283206622957	0.757	0.552	4.6823679356385e-10	3	APRT
UBAC2	6.06436565505258e-14	0.254765444674918	0.377	0.2	9.51438327621199e-10	3	UBAC2
SLC25A37	9.42312410759955e-14	0.285502915187886	0.58	0.378	1.47839394124129e-09	3	SLC25A37
DDIT41	2.08967866473367e-13	0.297968867984395	0.803	0.568	3.27849685710065e-09	3	DDIT4
CMTM31	2.72523065886139e-13	0.295417245794924	0.531	0.336	4.27561438068763e-09	3	CMTM3
TSPO1	3.00745640956596e-13	0.332718273284335	0.83	0.667	4.71839836096804e-09	3	TSPO
NKG71	6.10437621217966e-13	0.292898166611522	0.623	0.423	9.57715583928867e-09	3	NKG7
GSTP1	1.20684968784325e-12	0.279725208016075	0.964	0.816	1.89342647525728e-08	3	GSTP1
SLC2A31	1.230907579824e-12	0.316987314796705	0.452	0.273	1.93117090198587e-08	3	SLC2A3
KLF61	1.41190719596173e-12	0.301428990302901	0.941	0.864	2.21514119974436e-08	3	KLF6
EIF1AX1	2.33420322036828e-12	0.274669293350276	0.839	0.662	3.6621314324358e-08	3	EIF1AX
HCST	3.82508139508989e-12	0.316118496985642	0.603	0.418	6.00117020075653e-08	3	HCST
LSP11	4.17654511272771e-12	0.297833930572051	0.852	0.694	6.5525816273585e-08	3	LSP1
STK17B1	4.88828989697856e-12	0.260699064415619	0.59	0.393	7.66923801936966e-08	3	STK17B
DNAJB61	6.94417047799353e-12	0.286954325528334	0.675	0.493	1.0894709062924e-07	3	DNAJB6
DDIT4L1	8.2253823343665e-12	0.289592617316669	0.334	0.182	1.29048023443876e-07	3	DDIT4L
EVI2A	9.44954860477842e-12	0.26019810622489	0.364	0.202	1.48253968060369e-07	3	EVI2A
NEAT11	1.04800852280545e-11	0.265465580179662	0.951	0.865	1.64422057142947e-07	3	NEAT1
SUMO31	1.48425214086197e-11	0.268963286816773	0.715	0.53	2.32864318379834e-07	3	SUMO3
NR4A11	1.74655355295199e-11	0.285914185852307	0.466	0.285	2.74016786922637e-07	3	NR4A1
MAML3	2.47780888579074e-11	0.268911025261489	0.426	0.259	3.88743436091709e-07	3	MAML3
PDIA6	3.24997738829795e-11	0.278500093467278	0.813	0.639	5.09888952450065e-07	3	PDIA6
FCGRT	4.22274069554238e-11	0.262140170271782	0.603	0.422	6.62505787723645e-07	3	FCGRT
PTTG1IP1	5.32507816682748e-11	0.251991306222037	0.443	0.274	8.35451513593564e-07	3	PTTG1IP
OGFRL1	1.46749850611154e-10	0.263613275482124	0.485	0.322	2.3023584062384e-06	3	OGFRL1
BCL11A1	1.91197970768169e-10	0.269313753244073	0.685	0.482	2.99970496338181e-06	3	BCL11A
STIM21	2.50886160263525e-10	0.338429054674705	0.777	0.618	3.93615296837444e-06	3	STIM2
IDS1	4.24983671391419e-10	0.251646476616604	0.508	0.34	6.66756882045997e-06	3	IDS
CSTB1	4.86757911994139e-10	0.2834373998571	0.793	0.652	7.63674488127604e-06	3	CSTB
MDM41	2.19940508948054e-09	0.312901022495689	0.79	0.621	3.45064664488603e-05	3	MDM4
MORF4L21	7.18241799717118e-09	0.256457487880001	0.548	0.402	0.000112684955957619	3	MORF4L2
SH3KBP11	2.99270182044656e-08	0.264542865155135	0.767	0.626	0.00046952498860986	3	SH3KBP1
KIAA0125	1.32691823943139e-82	0.531564658553742	0.289	0.03	2.08180202584391e-78	4	KIAA0125
HNRNPA1	5.43298589046718e-76	0.809533761605909	1	0.991	8.52381156355397e-72	4	HNRNPA1
S100A8	6.38405850957784e-65	0.679976186562626	0.396	0.078	1.00159493956767e-60	4	S100A8
HMGN21	6.60267097183897e-50	1.28115474664524	0.959	0.861	1.03589304877182e-45	4	HMGN2
IGHA1	2.23904788253236e-47	0.424108841343351	0.293	0.057	3.51284222290501e-43	4	IGHA1
LYZ	5.41147343339652e-43	0.429187640620405	0.311	0.07	8.4900606696558e-39	4	LYZ
RPLP11	2.55119738208352e-41	0.529852920114794	1	1	4.00257357275084e-37	4	RPLP1
S100A91	6.83860333628486e-41	0.583626053158342	0.396	0.115	1.07290847742973e-36	4	S100A9
HMGB1	2.03588409131536e-39	0.85072339690022	1	0.994	3.19409855086467e-35	4	HMGB1
PPIA	3.11168182375838e-39	0.633067507297964	0.996	0.958	4.88191761329452e-35	4	PPIA
IGLL1	4.67685001750206e-38	0.992575188496671	0.881	0.616	7.33750999245899e-34	4	IGLL1
MT1X	1.0252135757983e-34	0.631440643765353	0.256	0.06	1.60845757906995e-30	4	MT1X
HNRNPA1L21	2.3032084402882e-32	0.589494086655146	0.593	0.275	3.61350372196815e-28	4	HNRNPA1L2
SELL	1.30009510069238e-31	0.535200218255086	0.307	0.09	2.03971920347628e-27	4	SELL
RPS212	3.90676002033741e-31	0.507700740685261	0.996	0.987	6.12931579590736e-27	4	RPS21
AHSP	1.28059312668072e-30	0.416001687537622	0.285	0.079	2.00912255644938e-26	4	AHSP
GAPDH	2.04601555133118e-30	0.540637021601702	1	0.992	3.2099937984835e-26	4	GAPDH
HBD	3.71175475542167e-30	0.546907847470601	0.396	0.148	5.82337203578106e-26	4	HBD
RPS27A2	3.74630531056852e-30	0.36578640279202	1	1	5.87757840175095e-26	4	RPS27A
GYPC	4.31417860965541e-30	0.523225886333313	0.519	0.229	6.76851482068837e-26	4	GYPC
HBA2	5.88036361414307e-30	1.14567752924081	0.663	0.437	9.22570247422906e-26	4	HBA2
RPS15A	1.56018056657957e-29	0.397215174347088	1	1	2.44776729090669e-25	4	RPS15A
RPLP01	5.15990652327656e-29	0.486998527732999	1	0.997	8.0953773443686e-25	4	RPLP0
RPS81	6.98075268943738e-29	0.314032051307826	1	0.999	1.09521028944583e-24	4	RPS8
RPL412	1.33477232255746e-28	0.453711909566024	1	1	2.0941242968604e-24	4	RPL41
AKAP12	1.57296087376102e-28	0.650185207815225	0.43	0.173	2.46781831484367e-24	4	AKAP12
RPL15	3.48192796783907e-28	0.330902719637375	1	0.999	5.46279678874272e-24	4	RPL15
CD991	4.11196958157446e-28	0.625536534721974	0.878	0.679	6.45126907653218e-24	4	CD99
HBA1	1.29285677327818e-27	0.960807551970351	0.567	0.328	2.02836299159613e-23	4	HBA1
RPS61	2.52183506323415e-27	0.393146575757488	1	1	3.95650703070805e-23	4	RPS6
NACA3	8.6798239932408e-27	0.442998884089693	1	0.984	1.36177758629955e-22	4	NACA
NPM1	9.90158633220811e-27	0.554423600447707	0.985	0.958	1.55345987966013e-22	4	NPM1
PSMA21	2.76845713878485e-26	0.623076520811229	0.711	0.475	4.34343240503956e-22	4	PSMA2
RPL321	3.87518171769385e-24	0.305308837149012	1	1	6.07977259688988e-20	4	RPL32
ATP5G2	4.68444507375842e-24	0.381878176579826	0.985	0.947	7.34942587621958e-20	4	ATP5G2
RPL351	5.85848429259002e-24	0.312968474194679	1	0.999	9.19137600664449e-20	4	RPL35
HMGB2	6.48088031533829e-24	0.881157210667891	0.974	0.874	1.01678531267343e-19	4	HMGB2
BTF3	7.40620101500084e-24	0.382695631812463	1	0.985	1.16195887724348e-19	4	BTF3
STMN1	8.44863547648159e-24	0.745554152435969	0.978	0.923	1.3255064199052e-19	4	STMN1
RPS171	6.05008206337964e-23	0.358862343578259	1	1	9.49197374923632e-19	4	RPS17
LSM5	1.20993220197935e-22	0.518096757920384	0.715	0.48	1.89826263168541e-18	4	LSM5
MZT2B1	2.2409516796502e-22	0.554512555789254	0.819	0.643	3.5158290902032e-18	4	MZT2B
FHIT	2.87336909397172e-22	0.508490162513627	0.53	0.281	4.50802877153223e-18	4	FHIT
RPL21	2.95269398455022e-22	0.331037350882252	1	1	4.63248159236084e-18	4	RPL21
RPS262	3.70512401707865e-22	0.592926921260797	0.993	0.93	5.8129690703947e-18	4	RPS26
DNTT1	8.51227287100854e-22	0.540483336493698	0.993	0.938	1.33549049073253e-17	4	DNTT
HBB1	2.57354445794341e-21	0.964929922055428	0.748	0.67	4.03763390006742e-17	4	HBB
COX6C2	4.36115228738404e-21	0.445190421261657	0.959	0.891	6.84221182367681e-17	4	COX6C
RPS131	4.45159324110248e-21	0.390970143388168	1	0.999	6.98410463596569e-17	4	RPS13
RPL18A1	4.59882102169442e-21	0.270949003203829	1	1	7.21509030093637e-17	4	RPL18A
ANP32B	1.66548515169995e-20	0.452885595767335	0.8	0.585	2.61297965450205e-16	4	ANP32B
KIAA0101	3.4002200022905e-20	0.50366032908582	0.559	0.289	5.33460516159357e-16	4	KIAA0101
RPS51	4.99373137142269e-20	0.315106050339888	1	0.999	7.83466514862506e-16	4	RPS5
BIRC5	5.21805000283733e-20	0.543107501914369	0.311	0.124	8.18659864945149e-16	4	BIRC5
ATP5L	6.1928556114384e-20	0.36584259320135	0.981	0.951	9.71597116878571e-16	4	ATP5L
SNHG251	1.56029046842754e-19	0.480004033552078	0.637	0.397	2.44793971591597e-15	4	SNHG25
RPS71	9.96148042768864e-19	0.270435882399177	1	0.999	1.56285666430007e-14	4	RPS7
RPS28	1.36979953309993e-18	0.276671866778294	1	0.999	2.14907848748048e-14	4	RPS28
RPL71	1.48670336319056e-18	0.309178503888816	1	0.999	2.33248890650968e-14	4	RPL7
RPL36A1	3.88401020748302e-18	0.424363871185778	0.985	0.977	6.09362361452011e-14	4	RPL36A
REXO2	4.67038181591944e-18	0.347987607018615	0.4	0.187	7.32736203099601e-14	4	REXO2
RPS121	5.14305436824745e-18	0.279446522107555	1	1	8.06893799834343e-14	4	RPS12
SNRPF	6.16003495188579e-18	0.442073271706905	0.722	0.509	9.66447883601362e-14	4	SNRPF
SLC25A3	7.4359429420944e-18	0.447203162875625	0.837	0.656	1.16662508818519e-13	4	SLC25A3
UQCRH	8.38093074427887e-18	0.439050255273381	0.852	0.727	1.31488422446991e-13	4	UQCRH
